,10,80,100,240,550,730,1250,1500,1510,1520,1530,4560,4570,4580,7610,7670,8080,8190,8850,8870,8880,8890,8930,9310,9340,9450,9480,10180,10190,10500,11450,11590,12100,12110,12120,12210,12220,12230,12240,12250,12710,12750,12770,12810,12830,13200,13210,13230,13240,13250,13520,15620,17410,17450,17470,17710,19900,20540,20570,21670,21680,23490,24240,24740,24800,24980,25890,28000,33910,33930,34030,34330,35130,35420,35450,40100,42120,42160,42680,42690,42910,42960,43110,43160,44340,44350,47780,47790,47830,50130,50300,50620,50650,55150,55230,56400,57690,57900,58520,58610,65790,65930,67370,70900,72850,91310,92800,98400,108710,108800,200510,201700,201810,202130,202170,202970,202990,203140,203160,203770,204100,204560,205100,205650,205930,206420,206980,207170,208670,208730,209080,209730,211420,212910,214950,215530,215670,216250,218620,219540,219780,220240,220440,220660,221040,221100,222480,222900,223530,224580,224600,226720,226960,227940,228200,228300,231140,231430,231740,233270,233290,233450,234140,234650,235210,236130,236850,238010,239030,239160,242920,243040,243470,243800,244160,245620,247020,247660,254700,255220,261640,262060,264140,272470,287260,287290,287340,291710,295270,298630,300550,310380,317280,321040,329050,346940,350080,351570,359580,359900,360430,365720,370240,385710,394230,400170,409710,409720,437900,440090,457600,462780,489830
76561198008911412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76561198048730871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76561198180821795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
