steamID/appID,steamid,appid,playtime_forever,genres
76561197993416378/214970,52,214970,2,
76561197993416378/212680,52,212680,2015,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561197993416378/220780,52,220780,0,
76561197993416378/220860,52,220860,908,
76561197993416378/221260,52,221260,0,
76561197993416378/205100,52,205100,406,
76561197993416378/214560,52,214560,1484,
76561197993416378/219150,52,219150,99,
76561197993416378/223220,52,223220,120,
76561197993416378/211400,52,211400,832,
76561197993416378/218410,52,218410,1269,
76561197993416378/201790,52,201790,1495,"['Action', 'Indie', 'Strategy', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/220740,52,220740,826,
76561197993416378/221640,52,221640,1,"['Action', 'Indie', 'Single-player', 'Full controller support']"
76561197993416378/218680,52,218680,603,"['Adventure', 'Casual', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561197993416378/220440,52,220440,2339,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/225140,52,225140,1055,
76561197993416378/225160,52,225160,382,
76561197993416378/224300,52,224300,0,
76561197993416378/224920,52,224920,0,
76561197993416378/224940,52,224940,0,
76561197993416378/219680,52,219680,0,
76561197993416378/200900,52,200900,24,
76561197993416378/50620,52,50620,1950,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561197993416378/50650,52,50650,2881,"['Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197993416378/388410,52,388410,0,"['Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/462780,52,462780,0,"['Violent', 'Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/218130,52,218130,110,
76561197993416378/203160,52,203160,189,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/204080,52,204080,407,
76561197993416378/203830,52,203830,0,
76561197993416378/223810,52,223810,35,
76561197993416378/223870,52,223870,0,
76561197993416378/245550,52,245550,131,
76561197993416378/343450,52,343450,0,
76561197993416378/227260,52,227260,8,
76561197993416378/220660,52,220660,115,
76561197993416378/234370,52,234370,0,
76561197993416378/230700,52,230700,141,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/233470,52,233470,443,"['Adventure', 'Indie', 'RPG', 'Single-player', 'Full controller support']"
76561197993416378/202270,52,202270,0,
76561197993416378/234710,52,234710,67,
76561197993416378/234650,52,234650,16,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561197993416378/65930,52,65930,0,
76561197993416378/238210,52,238210,580,"['Action', 'RPG', 'Single-player', 'Co-op', 'Steam Trading Cards']"
76561197993416378/43160,52,43160,890,
76561197993416378/222730,52,222730,1624,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']"
76561197993416378/215530,52,215530,2433,
76561197993416378/238890,52,238890,824,
76561197993416378/236090,52,236090,2885,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/206190,52,206190,1088,
76561197993416378/233980,52,233980,470,"['Action', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']"
76561197993416378/243200,52,243200,526,
76561197993416378/231740,52,231740,827,
76561197993416378/41070,52,41070,0,
76561197993416378/200330,52,200330,0,
76561197993416378/241600,52,241600,2749,
76561197993416378/39140,52,39140,0,
76561197993416378/243950,52,243950,0,
76561197993416378/9480,52,9480,0,"['Action', 'Single-player', 'Steam Cloud']"
76561197993416378/40390,52,40390,1116,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
76561197993416378/225640,52,225640,0,
76561197993416378/91310,52,91310,183,
76561197993416378/40300,52,40300,628,
76561197993416378/207930,52,207930,0,
76561197993416378/225080,52,225080,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Full controller support']"
76561197993416378/239030,52,239030,37,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197993416378/237630,52,237630,8,
76561197993416378/22320,52,22320,0,
76561197993416378/22330,52,22330,0,
76561197993416378/72850,52,72850,738,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197993416378/239350,52,239350,610,
76561197993416378/222940,52,222940,0,
76561197993416378/232430,52,232430,0,
76561197993416378/2800,52,2800,0,
76561197993416378/2810,52,2810,0,
76561197993416378/2840,52,2840,0,
76561197993416378/2850,52,2850,0,
76561197993416378/2820,52,2820,0,
76561197993416378/201310,52,201310,0,
76561197993416378/249590,52,249590,25,
76561197993416378/249650,52,249650,0,
76561197993416378/238320,52,238320,599,
76561197993416378/249990,52,249990,11,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/250260,52,250260,0,
76561197993416378/250320,52,250320,0,
76561197993416378/251990,52,251990,928,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197993416378/252030,52,252030,1186,
76561197993416378/203770,52,203770,1194,"['RPG', 'Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Steam Trading Cards']"
76561197993416378/25800,52,25800,1056,
76561197993416378/247240,52,247240,287,
76561197993416378/237890,52,237890,510,
76561197993416378/257050,52,257050,5,
76561197993416378/23490,52,23490,0,"['Simulation', 'Strategy', 'Single-player']"
76561197993416378/91100,52,91100,0,
76561197993416378/207040,52,207040,15,
76561197993416378/217690,52,217690,1071,
76561197993416378/57690,52,57690,425,"['Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561197993416378/57740,52,57740,821,
76561197993416378/202090,52,202090,3,
76561197993416378/219990,52,219990,1026,
76561197993416378/257350,52,257350,0,
76561197993416378/250400,52,250400,0,
76561197993416378/258910,52,258910,9,
76561197993416378/221910,52,221910,91,
76561197993416378/260230,52,260230,1,
76561197993416378/238430,52,238430,0,
76561197993416378/261030,52,261030,0,
76561197993416378/105450,52,105450,0,"['Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Steam Trading Cards']"
76561197993416378/221380,52,221380,1,
76561197993416378/263280,52,263280,0,"['Adventure', 'Racing', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']"
76561197993416378/367690,52,367690,0,
76561197993416378/264280,52,264280,33,
76561197993416378/219830,52,219830,0,
76561197993416378/265300,52,265300,453,
76561197993416378/265610,52,265610,1,
76561197993416378/249050,52,249050,288,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197993416378/268870,52,268870,16,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/269210,52,269210,488,
76561197993416378/269650,52,269650,76,
76561197993416378/236430,52,236430,5226,
76561197993416378/237990,52,237990,12,"['Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']"
76561197993416378/222880,52,222880,0,
76561197993416378/200510,52,200510,93,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/278360,52,278360,41,
76561197993416378/239160,52,239160,149,
76561197993416378/213670,52,213670,72,
76561197993416378/286160,52,286160,0,
76561197993416378/233290,52,233290,15,
76561197993416378/294860,52,294860,8,
76561197993416378/289130,52,289130,67,"['RPG', 'Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197993416378/292120,52,292120,752,
76561197993416378/292140,52,292140,0,
76561197993416378/303800,52,303800,502,
76561197993416378/313730,52,313730,1,
76561197993416378/313740,52,313740,9,
76561197993416378/314830,52,314830,0,
76561197993416378/255070,52,255070,96,
76561197993416378/65980,52,65980,359,
76561197993416378/322190,52,322190,53,
76561197993416378/323370,52,323370,12,
76561197993416378/302510,52,302510,0,
76561197993416378/241930,52,241930,289,
76561197993416378/327410,52,327410,0,
76561197993416378/261640,52,261640,0,
76561197993416378/329380,52,329380,0,
76561197993416378/330830,52,330830,0,
76561197993416378/330840,52,330840,88,
76561197993416378/331440,52,331440,8,
76561197993416378/331790,52,331790,0,
76561197993416378/339200,52,339200,714,
76561197993416378/319630,52,319630,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197993416378/339800,52,339800,2554,
76561197993416378/342620,52,342620,0,
76561197993416378/343800,52,343800,0,
76561197993416378/294440,52,294440,0,
76561197993416378/291650,52,291650,204,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']"
76561197993416378/335300,52,335300,154,
76561197993416378/351640,52,351640,0,
76561197993416378/235540,52,235540,285,
76561197993416378/297130,52,297130,17,
76561197993416378/345350,52,345350,0,
76561197993416378/360150,52,360150,0,
76561197993416378/363970,52,363970,2,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']"
76561197993416378/238370,52,238370,0,
76561197993416378/397080,52,397080,0,
76561197993416378/230230,52,230230,0,
76561197993416378/373420,52,373420,977,
76561197993416378/374320,52,374320,4788,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197993416378/261570,52,261570,0,
76561197993416378/387290,52,387290,614,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']"
76561197993416378/394310,52,394310,65,
76561197993416378/394510,52,394510,711,
76561197993416378/400180,52,400180,45,
76561197993416378/402020,52,402020,0,
76561197993416378/368230,52,368230,259,
76561197993416378/496300,52,496300,0,
76561197993416378/265750,52,265750,0,
76561197993416378/369200,52,369200,35,
76561197993416378/413150,52,413150,6967,"['Indie', 'RPG', 'Simulation', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197993416378/247000,52,247000,0,
76561197993416378/423580,52,423580,2,
76561197993416378/423620,52,423620,1104,
76561197993416378/268500,52,268500,0,
76561197993416378/428550,52,428550,270,
76561197993416378/364360,52,364360,3,
76561197993416378/440900,52,440900,17,
76561197993416378/34270,52,34270,0,
76561197993416378/205230,52,205230,0,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993416378/205950,52,205950,0,"['Action', 'Single-player', 'Full controller support']"
76561197993416378/394230,52,394230,2902,
76561197993416378/461560,52,461560,0,
76561197993416378/463210,52,463210,0,
76561197993416378/473670,52,473670,0,
76561197993416378/304390,52,304390,1464,
76561197993416378/504370,52,504370,89,
76561197993416378/539730,52,539730,0,
76561197993416378/542970,52,542970,0,
76561197993416378/542971,52,542971,0,
76561197993416378/542972,52,542972,0,
76561197993416378/489830,52,489830,0,
76561197993416378/553960,52,553960,0,
76561197993994568/3830,53,3830,672,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/2100,53,2100,0,"['Action', 'RPG', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197993994568/2130,53,2130,0,
76561197993994568/3920,53,3920,0,"['RPG', 'Single-player']"
76561197993994568/4000,53,4000,0,"['Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561197993994568/6600,53,6600,36,"['Casual', 'Indie', 'Single-player', 'Steam Achievements']"
76561197993994568/320,53,320,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197993994568/340,53,340,0,"['Action', 'Single-player', 'Commentary available']"
76561197993994568/4540,53,4540,44,
76561197993994568/4550,53,4550,144,
76561197993994568/475150,53,475150,0,"['Action', 'RPG', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561197993994568/220,53,220,0,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK']"
76561197993994568/360,53,360,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197993994568/380,53,380,0,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197993994568/400,53,400,1008,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
76561197993994568/420,53,420,0,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197993994568/1920,53,1920,0,"['RPG', 'Single-player', 'Multi-player']"
76561197993994568/1930,53,1930,18,"['RPG', 'Single-player', 'Multi-player', 'Steam Trading Cards']"
76561197993994568/12500,53,12500,239,"['Casual', 'Single-player', 'Multi-player', 'Steam Cloud']"
76561197993994568/12900,53,12900,617,"['Indie', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support']"
76561197993994568/7670,53,7670,177,"['Action', 'RPG', 'Single-player', 'Partial Controller Support']"
76561197993994568/409710,53,409710,4,"['Action', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available']"
76561197993994568/18000,53,18000,865,"['Adventure', 'RPG', 'Single-player', 'Steam Achievements']"
76561197993994568/2500,53,2500,0,"['Action', 'Single-player', 'Shared/Split Screen', 'Steam Trading Cards']"
76561197993994568/19200,53,19200,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements']"
76561197993994568/12360,53,12360,102,"['Racing', 'Single-player', 'Multi-player']"
76561197993994568/500,53,500,2677,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes Source SDK', 'Commentary available']"
76561197993994568/10500,53,10500,0,"['Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']"
76561197993994568/17460,53,17460,350,"['Action', 'RPG', 'Single-player']"
76561197993994568/17470,53,17470,0,"['Action', 'Single-player', 'Full controller support']"
76561197993994568/15620,53,15620,1104,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Cloud']"
76561197993994568/23310,53,23310,0,"['RPG', 'Single-player', 'Partial Controller Support']"
76561197993994568/22120,53,22120,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Captions available']"
76561197993994568/22140,53,22140,0,"['Adventure', 'Indie', 'Single-player', 'Captions available']"
76561197993994568/22180,53,22180,5,"['Action', 'Adventure', 'Indie', 'Single-player', 'Captions available']"
76561197993994568/24740,53,24740,1,"['Racing', 'Single-player', 'Multi-player']"
76561197993994568/10660,53,10660,76,
76561197993994568/26800,53,26800,465,"['Casual', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197993994568/1250,53,1250,368,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']"
76561197993994568/35420,53,35420,0,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Mods']"
76561197993994568/3590,53,3590,414,"['Strategy', 'Single-player', 'Steam Achievements']"
76561197993994568/16600,53,16600,164,"['Indie', 'Racing', 'Sports', 'Single-player', 'Multi-player', 'Steam Achievements']"
76561197993994568/16620,53,16620,289,"['Indie', 'Racing', 'Sports', 'Single-player']"
76561197993994568/8880,53,8880,43,"['RPG', 'Strategy', 'Single-player', 'Multi-player']"
76561197993994568/8890,53,8890,0,"['RPG', 'Strategy', 'Single-player', 'Multi-player']"
76561197993994568/22330,53,22330,133,"['RPG', 'Single-player', 'Steam Cloud']"
76561197993994568/23120,53,23120,91,
76561197993994568/35700,53,35700,218,"['Action', 'Adventure', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561197993994568/31100,53,31100,25,"['Adventure', 'Single-player']"
76561197993994568/31170,53,31170,224,"['Adventure', 'Single-player']"
76561197993994568/31180,53,31180,242,"['Adventure', 'Single-player']"
76561197993994568/31190,53,31190,597,"['Adventure', 'Single-player']"
76561197993994568/31200,53,31200,157,"['Adventure', 'Single-player']"
76561197993994568/31210,53,31210,231,"['Adventure', 'Single-player']"
76561197993994568/6040,53,6040,313,"['Adventure', 'Single-player']"
76561197993994568/6010,53,6010,0,"['Adventure', 'Single-player']"
76561197993994568/32310,53,32310,0,"['Adventure', 'Single-player']"
76561197993994568/32340,53,32340,485,"['Adventure', 'Single-player']"
76561197993994568/32360,53,32360,1528,"['Adventure', 'Single-player', 'Full controller support']"
76561197993994568/6060,53,6060,0,"['Action', 'Single-player', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/6000,53,6000,0,"['Action', 'Single-player', 'Multi-player', 'Local Multi-Player', 'Steam Cloud']"
76561197993994568/34900,53,34900,65,"['Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']"
76561197993994568/21680,53,21680,106,"['Action', 'Single-player', 'Shared/Split Screen', 'Partial Controller Support']"
76561197993994568/37800,53,37800,43,"['Indie', 'Casual', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197993994568/25990,53,25990,16,"['Strategy', 'Simulation', 'Single-player', 'Multi-player']"
76561197993994568/73230,53,73230,0,
76561197993994568/32370,53,32370,1,"['Adventure', 'RPG', 'Single-player', 'Steam Cloud']"
76561197993994568/25700,53,25700,306,"['Indie', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993994568/25980,53,25980,289,"['Simulation', 'Strategy', 'Single-player']"
76561197993994568/32400,53,32400,0,"['Action', 'Single-player', 'Steam Cloud']"
76561197993994568/6020,53,6020,0,"['Action', 'Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/550,53,550,711,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197993994568/223530,53,223530,0,
76561197993994568/24800,53,24800,0,"['Strategy', 'Single-player']"
76561197993994568/18400,53,18400,20,"['Casual', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561197993994568/18420,53,18420,382,"['Casual', 'Strategy', 'Single-player']"
76561197993994568/18450,53,18450,0,"['Casual', 'Strategy', 'Single-player']"
76561197993994568/18460,53,18460,8,"['Casual', 'Strategy', 'Single-player']"
76561197993994568/41500,53,41500,777,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']"
76561197993994568/20900,53,20900,93,
76561197993994568/35600,53,35600,60,"['Adventure', 'Casual', 'Strategy', 'Single-player', 'Steam Achievements']"
76561197993994568/11450,53,11450,155,"['RPG', 'Single-player', 'Partial Controller Support']"
76561197993994568/12710,53,12710,90,"['RPG', 'Single-player', 'Partial Controller Support']"
76561197993994568/12810,53,12810,212,"['RPG', 'Single-player']"
76561197993994568/24400,53,24400,94,"['RPG', 'Strategy', 'Single-player', 'Multi-player']"
76561197993994568/32430,53,32430,0,"['Action', 'Single-player', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/22370,53,22370,136,"['RPG', 'Single-player']"
76561197993994568/46000,53,46000,93,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993994568/24980,53,24980,0,"['RPG', 'Single-player']"
76561197993994568/38700,53,38700,84,"['Casual', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']"
76561197993994568/8850,53,8850,10,"['Action', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support']"
76561197993994568/409720,53,409720,0,"['Action', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197993994568/20570,53,20570,0,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']"
76561197993994568/23360,53,23360,2,
76561197993994568/45000,53,45000,25,"['Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993994568/49900,53,49900,36,"['Action', 'Indie', 'Multi-player', 'Steam Achievements', 'Steam Leaderboards']"
76561197993994568/34270,53,34270,1150,
76561197993994568/32470,53,32470,0,"['Strategy', 'Single-player', 'Steam Cloud']"
76561197993994568/58200,53,58200,31,"['Adventure', 'Indie', 'Casual', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561197993994568/41000,53,41000,278,"['Action', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993994568/41010,53,41010,0,"['Action', 'Multi-player', 'Game demo', 'Partial Controller Support']"
76561197993994568/49400,53,49400,167,
76561197993994568/32460,53,32460,2239,"['Adventure', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561197993994568/33670,53,33670,7,"['Strategy', 'RPG', 'Single-player', 'Multi-player', 'Steam Achievements']"
76561197993994568/38900,53,38900,79,
76561197993994568/17410,53,17410,0,"['Action', 'Adventure', 'Single-player', 'Full controller support', 'Partial Controller Support']"
76561197993994568/9500,53,9500,8,"['Indie', 'Single-player', 'Multi-player']"
76561197993994568/22000,53,22000,152,"['Indie', 'Single-player', 'Steam Achievements']"
76561197993994568/24420,53,24420,37,"['Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support']"
76561197993994568/25010,53,25010,13,"['Action', 'Single-player']"
76561197993994568/40720,53,40720,3,"['Adventure', 'Casual', 'Indie', 'Single-player']"
76561197993994568/46600,53,46600,111,"['Action', 'Casual', 'Indie', 'Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']"
76561197993994568/62100,53,62100,112,"['Casual', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
76561197993994568/70400,53,70400,84,"['RPG', 'Indie', 'Single-player', 'Partial Controller Support']"
76561197993994568/57300,53,57300,13,"['Action', 'Adventure', 'Indie', 'Single-player', 'Full controller support', 'Captions available', 'Commentary available']"
76561197993994568/25900,53,25900,150,"['RPG', 'Strategy', 'Single-player', 'Steam Cloud']"
76561197993994568/3170,53,3170,0,"['RPG', 'Strategy', 'Single-player', 'Steam Cloud']"
76561197993994568/63910,53,63910,33,"['RPG', 'Strategy', 'Single-player', 'Steam Cloud', 'Includes level editor']"
76561197993994568/9940,53,9940,293,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/63800,53,63800,141,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561197993994568/70100,53,70100,0,"['Simulation', 'Single-player', 'Steam Trading Cards']"
76561197993994568/38720,53,38720,0,"['Casual', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561197993994568/23490,53,23490,0,"['Simulation', 'Strategy', 'Single-player']"
76561197993994568/57600,53,57600,22,"['Strategy', 'Simulation', 'Single-player', 'Downloadable Content']"
76561197993994568/6120,53,6120,119,"['Action', 'Indie', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197993994568/18040,53,18040,1899,"['Action', 'Indie', 'RPG', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197993994568/8980,53,8980,1105,
76561197993994568/46450,53,46450,785,"['Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements']"
76561197993994568/22380,53,22380,0,
76561197993994568/33600,53,33600,0,"['Adventure', 'Single-player']"
76561197993994568/33610,53,33610,0,"['Adventure', 'Single-player', 'Partial Controller Support']"
76561197993994568/57640,53,57640,172,"['Adventure', 'Single-player']"
76561197993994568/32500,53,32500,0,"['Action', 'Single-player', 'Partial Controller Support', 'Steam Cloud']"
76561197993994568/50000,53,50000,42,"['Indie', 'Racing', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197993994568/47810,53,47810,2716,"['RPG', 'Single-player']"
76561197993994568/58520,53,58520,82,"['Sports', 'Strategy', 'Single-player', 'Multi-player']"
76561197993994568/58540,53,58540,202,
76561197993994568/219780,53,219780,0,"['RPG', 'Single-player']"
76561197993994568/63500,53,63500,0,"['Action', 'Strategy', 'Indie', 'Casual', 'Single-player', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561197993994568/31280,53,31280,215,"['Casual', 'Sports', 'Single-player', 'Steam Achievements']"
76561197993994568/62000,53,62000,167,"['Action', 'Casual', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
