steamID/appID,steamid,appid,playtime_forever,genres
76561197969141786/242880,47,242880,150,"['Action', 'Indie', 'Single-player', 'Multi-player', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
76561197969141786/242920,47,242920,2913,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements']"
76561197969141786/231740,47,231740,1463,"['Indie', 'RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']"
76561197969141786/208140,47,208140,8030,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561197969141786/239030,47,239030,780,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197969141786/209000,47,209000,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969141786/251570,47,251570,14784,"['Violent', 'Gore', 'Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']"
76561197969141786/251990,47,251990,813,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197969141786/252870,47,252870,1014,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access', 'Single-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support']"
76561197969141786/219990,47,219990,5400,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969141786/250400,47,250400,49,"['Action', 'Adventure', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969141786/259060,47,259060,1602,"['Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer']"
76561197969141786/262060,47,262060,2730,"['Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197969141786/221100,47,221100,5769,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access', 'Multi-player', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561197969141786/268870,47,268870,350,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969141786/237870,47,237870,483,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Workshop', 'Partial Controller Support']"
76561197969141786/200510,47,200510,1291,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969141786/246620,47,246620,1114,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Single-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']"
76561197969141786/294020,47,294020,1118,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969141786/294100,47,294100,4194,"['Indie', 'Simulation', 'Strategy', 'Early Access', 'Single-player', 'Steam Workshop', 'Steam Cloud']"
76561197969141786/201810,47,201810,719,"['Action', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']"
76561197969141786/256290,47,256290,35,"['RPG', 'Single-player', 'Shared/Split Screen', 'Partial Controller Support']"
76561197969141786/289130,47,289130,2481,"['RPG', 'Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197969141786/63380,47,63380,1,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197969141786/310380,47,310380,8,"['Action', 'Free to Play', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']"
76561197969141786/240760,47,240760,1118,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']"
76561197969141786/259130,47,259130,0,
76561197969141786/404730,47,404730,0,
76561197969141786/227940,47,227940,1,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases']"
76561197969141786/265590,47,265590,53,
76561197969141786/242640,47,242640,1504,
76561197969141786/282070,47,282070,4991,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561197969141786/335000,47,335000,500,
76561197969141786/337040,47,337040,554,
76561197969141786/304650,47,304650,184,
76561197969141786/298180,47,298180,40,
76561197969141786/322330,47,322330,619,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']"
76561197969141786/377160,47,377160,1436,
76561197969141786/383120,47,383120,1439,
76561197969141786/530870,47,530870,0,
76561197969141786/391540,47,391540,59,
76561197969141786/380150,47,380150,1070,
76561197969141786/290340,47,290340,2264,
76561197969141786/413150,47,413150,4500,"['Indie', 'RPG', 'Simulation', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197969141786/290530,47,290530,0,
76561197969141786/427520,47,427520,1154,
76561197969141786/434570,47,434570,4,"['Action', 'Adventure', 'Casual', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']"
76561197969141786/475550,47,475550,135,
76561197969141786/489830,47,489830,142,"['RPG', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561197969957177/10,48,10,157,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969957177/80,48,80,0,
76561197969957177/100,48,100,35,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969957177/240,48,240,470,"['Action', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']"
76561197969957177/300,48,300,30495,"['Action', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']"
76561197969957177/320,48,320,181,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197969957177/340,48,340,21,"['Action', 'Single-player', 'Commentary available']"
76561197969957177/220,48,220,124,
76561197969957177/360,48,360,0,
76561197969957177/380,48,380,0,
76561197969957177/400,48,400,12,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
76561197969957177/420,48,420,170,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197969957177/4500,48,4500,101,
76561197969957177/41700,48,41700,52,
76561197969957177/42700,48,42700,884,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
76561197969957177/42710,48,42710,32596,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
76561197969957177/40800,48,40800,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561197969957177/105600,48,105600,11,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969957177/72850,48,72850,1508,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197969957177/215160,48,215160,1246,
76561197969957177/49520,48,49520,5441,"['Action', 'RPG', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969957177/730,48,730,150,"['Action', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats']"
76561197969957177/204300,48,204300,716,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561197969957177/15400,48,15400,0,
76561197969957177/29160,48,29160,6,
76561197969957177/35460,48,35460,12,
76561197969957177/35480,48,35480,0,
76561197969957177/42120,48,42120,38,
76561197969957177/42140,48,42140,5,
76561197969957177/46000,48,46000,5,
76561197969957177/48900,48,48900,23,
76561197969957177/57200,48,57200,0,
76561197969957177/207530,48,207530,0,
76561197969957177/205790,48,205790,0,
76561197969957177/39120,48,39120,8656,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'In-App Purchases']"
76561197969957177/229870,48,229870,75,
76561197969957177/43160,48,43160,389,
76561197969957177/218620,48,218620,233,
76561197969957177/221100,48,221100,2107,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access', 'Multi-player', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561197982108291/220,49,220,205,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK']"
76561197982108291/240,49,240,57,"['Action', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']"
76561197982108291/280,49,280,0,"['Action', 'Single-player']"
76561197982108291/300,49,300,0,
76561197982108291/320,49,320,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197982108291/340,49,340,0,"['Action', 'Single-player', 'Commentary available']"
76561197982108291/360,49,360,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197982108291/1900,49,1900,0,
76561197982108291/19900,49,19900,308,"['Action', 'Single-player', 'Multi-player']"
76561197982108291/500,49,500,718,
76561197982108291/10090,49,10090,242,
76561197982108291/18500,49,18500,701,"['Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197982108291/15620,49,15620,1115,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Cloud']"
76561197982108291/3480,49,3480,955,
76561197982108291/3540,49,3540,2880,
76561197982108291/2100,49,2100,499,
76561197982108291/2130,49,2130,0,
76561197982108291/15170,49,15170,99,
76561197982108291/15370,49,15370,188,
76561197982108291/15380,49,15380,0,
76561197982108291/9880,49,9880,2777,
76561197982108291/32370,49,32370,1348,
76561197982108291/8980,49,8980,2744,
76561197982108291/41500,49,41500,1375,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']"
76561197982108291/550,49,550,1651,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197982108291/223530,49,223530,0,
76561197982108291/22370,49,22370,2268,
76561197982108291/61000,49,61000,7,
76561197982108291/8930,49,8930,1532,
76561197982108291/58510,49,58510,135,
76561197982108291/40800,49,40800,143,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561197982108291/2760,49,2760,173,
76561197982108291/620,49,620,523,"['Action', 'Adventure', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']"
76561197982108291/105600,49,105600,284,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197982108291/20920,49,20920,3859,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197982108291/72850,49,72850,6346,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197982108291/107100,49,107100,511,
76561197982108291/205790,49,205790,0,
76561197982108291/34330,49,34330,25,
76561197982108291/102500,49,102500,415,
76561197982108291/22380,49,22380,972,
76561197982108291/207610,49,207610,81,"['Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197982108291/97330,49,97330,485,
76561197982108291/21170,49,21170,22,
76561197982108291/35140,49,35140,0,
76561197982108291/57400,49,57400,446,
76561197982108291/200260,49,200260,0,
76561197982108291/206210,49,206210,0,
76561197982108291/212680,49,212680,1219,
76561197982108291/49520,49,49520,6583,
76561197982108291/200710,49,200710,126,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561197982108291/219150,49,219150,28,
76561197982108291/220240,49,220240,112,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']"
76561197982108291/219740,49,219740,170,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561197982108291/322330,49,322330,0,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']"
76561197982108291/227280,49,227280,69,
76561197982108291/368730,49,368730,19,
76561197982108291/218230,49,218230,98,
76561197982108291/238960,49,238960,100,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
76561197982108291/203160,49,203160,506,
76561197982108291/8870,49,8870,1285,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197982108291/234650,49,234650,156,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561197982108291/241600,49,241600,88,
76561197982108291/233250,49,233250,58,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']"
76561197982108291/238240,49,238240,110,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards']"
76561197982108291/221680,49,221680,566,
76561197982108291/218620,49,218620,2993,
76561197982108291/209000,49,209000,916,
76561197982108291/219640,49,219640,530,"['Action', 'Indie', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561197982108291/211820,49,211820,1890,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']"
76561197982108291/367540,49,367540,0,
76561197982108291/200510,49,200510,49,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197982108291/287450,49,287450,20,
76561197982108291/273350,49,273350,2309,"['Action', 'Free to Play', 'Single-player', 'Multi-player', 'Co-op', 'Full controller support', 'Steam Trading Cards', 'Valve Anti-Cheat enabled']"
76561197982108291/39120,49,39120,194,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'In-App Purchases']"
76561197982108291/365720,49,365720,0,
76561197982108291/374320,49,374320,1100,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197982108291/377160,49,377160,10938,
76561197982108291/261570,49,261570,0,
76561197982108291/387290,49,387290,205,
76561197982108291/437220,49,437220,96,
76561197982108291/364360,49,364360,3276,
76561197982108291/379720,49,379720,1210,
76561197985981980/300,50,300,4321,"['Action', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']"
76561197985981980/220,50,220,1,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK']"
76561197985981980/280,50,280,0,
76561197985981980/320,50,320,157,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197985981980/340,50,340,0,"['Action', 'Single-player', 'Commentary available']"
76561197985981980/360,50,360,0,
76561197985981980/380,50,380,0,
76561197985981980/4540,50,4540,6,
76561197985981980/4550,50,4550,1317,
76561197985981980/475150,50,475150,0,
76561197985981980/400,50,400,373,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
76561197985981980/12900,50,12900,14,
76561197985981980/17470,50,17470,0,"['Action', 'Single-player', 'Full controller support']"
76561197985981980/24740,50,24740,0,"['Racing', 'Single-player', 'Multi-player']"
76561197985981980/22200,50,22200,193,
76561197985981980/20500,50,20500,648,
76561197985981980/40700,50,40700,298,
76561197985981980/10180,50,10180,137,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561197985981980/10190,50,10190,6666,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561197985981980/20900,50,20900,38,
76561197985981980/550,50,550,1245,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197985981980/223530,50,223530,0,
76561197985981980/24980,50,24980,941,"['RPG', 'Single-player']"
76561197985981980/35140,50,35140,157,
76561197985981980/42700,50,42700,375,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
76561197985981980/42710,50,42710,2852,
76561197985981980/40800,50,40800,0,
76561197985981980/15100,50,15100,0,"['Action', 'Adventure', 'Single-player', 'Partial Controller Support']"
76561197985981980/15120,50,15120,38,
76561197985981980/19900,50,19900,353,"['Action', 'Single-player', 'Multi-player']"
76561197985981980/21980,50,21980,73,
76561197985981980/620,50,620,519,"['Action', 'Adventure', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']"
76561197985981980/95300,50,95300,10,
76561197985981980/98200,50,98200,0,
76561197985981980/21100,50,21100,394,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197985981980/42910,50,42910,431,"['Action', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561197985981980/55150,50,55150,1882,
76561197985981980/72850,50,72850,882,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
76561197985981980/65800,50,65800,192,
76561197985981980/105800,50,105800,5,
76561197985981980/207690,50,207690,0,
76561197985981980/108800,50,108800,0,"['Action', 'Single-player', 'Partial Controller Support']"
76561197985981980/42170,50,42170,17,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561197985981980/205910,50,205910,200,
76561197985981980/113200,50,113200,55,
76561197985981980/730,50,730,27,"['Action', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats']"
76561197985981980/204300,50,204300,1234,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561197985981980/49520,50,49520,4745,
76561197985981980/200710,50,200710,2405,
76561197985981980/42160,50,42160,231,
76561197985981980/206980,50,206980,0,
76561197985981980/205100,50,205100,128,
76561197985981980/205790,50,205790,0,
76561197985981980/201790,50,201790,1635,
76561197985981980/50620,50,50620,300,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561197985981980/50650,50,50650,0,"['Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197985981980/388410,50,388410,0,"['Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197985981980/462780,50,462780,0,"['Violent', 'Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197985981980/230410,50,230410,1932,
76561197985981980/214420,50,214420,6,
76561197985981980/250600,50,250600,4,
76561197985981980/224260,50,224260,0,
76561197985981980/210770,50,210770,158,
76561197985981980/224760,50,224760,15,
76561197985981980/35720,50,35720,115,
76561197985981980/225080,50,225080,0,
76561197985981980/218620,50,218620,586,
76561197985981980/47790,50,47790,0,"['Action', 'Single-player', 'Multi-player']"
76561197985981980/47830,50,47830,0,
76561197985981980/249990,50,249990,209,
76561197985981980/252950,50,252950,503,
76561197985981980/219990,50,219990,4003,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197985981980/288470,50,288470,58,
76561197985981980/293840,50,293840,4,
76561197985981980/301640,50,301640,379,
76561197985981980/304930,50,304930,218,
76561197985981980/224600,50,224600,1,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']"
76561197985981980/302380,50,302380,28,
76561197985981980/321040,50,321040,0,
76561197985981980/242680,50,242680,0,
76561197985981980/342980,50,342980,72,
76561197985981980/7670,50,7670,114,
76561197985981980/8850,50,8850,0,
76561197985981980/8870,50,8870,0,
76561197985981980/409710,50,409710,0,"['Action', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available']"
76561197985981980/409720,50,409720,0,"['Action', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197985981980/235540,50,235540,1704,
76561197985981980/274270,50,274270,0,
76561197985981980/394510,50,394510,557,
76561197985981980/299360,50,299360,0,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']"
76561197985981980/236110,50,236110,289,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561197985981980/444560,50,444560,10,
76561197990968121/20,51,20,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197990968121/50,51,50,0,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197990968121/70,51,70,57,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197990968121/130,51,130,0,"['Action', 'Single-player']"
76561197990968121/10,51,10,111,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197990968121/30,51,30,0,
76561197990968121/40,51,40,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197990968121/60,51,60,0,
76561197990968121/80,51,80,0,
76561197990968121/100,51,100,0,
76561197990968121/220,51,220,11,
76561197990968121/320,51,320,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197990968121/340,51,340,0,"['Action', 'Single-player', 'Commentary available']"
76561197990968121/4000,51,4000,739,"['Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561197990968121/360,51,360,0,
76561197990968121/380,51,380,0,
76561197990968121/400,51,400,38,
76561197990968121/420,51,420,0,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197990968121/2700,51,2700,230,
76561197990968121/17460,51,17460,3487,
76561197990968121/6060,51,6060,0,
76561197990968121/6000,51,6000,536,
76561197990968121/32350,51,32350,0,
76561197990968121/32400,51,32400,0,
76561197990968121/32380,51,32380,0,
76561197990968121/6030,51,6030,0,
76561197990968121/6020,51,6020,0,
76561197990968121/23490,51,23490,0,"['Simulation', 'Strategy', 'Single-player']"
76561197990968121/32430,51,32430,0,
76561197990968121/24980,51,24980,2206,"['RPG', 'Single-player']"
76561197990968121/32470,51,32470,0,"['Strategy', 'Single-player', 'Steam Cloud']"
76561197990968121/24780,51,24780,2021,
76561197990968121/57300,51,57300,139,
76561197990968121/32500,51,32500,0,
76561197990968121/47810,51,47810,6236,
76561197990968121/58520,51,58520,378,
76561197990968121/15700,51,15700,0,
76561197990968121/15710,51,15710,0,
76561197990968121/15740,51,15740,0,
